x,y,c
19,13,33,-1
5,24,5,-1
15,30,16,-1
13,11,20,-1
0,10,35,-1
25,23,17,-1
28,10,30,-1
14,3,15,-1
23,3,19,-1
27,34,3,-1
34,17,16,-1
31,2,5,-1
17,17,15,-1
33,10,26,-1
17,27,16,-1
32,16,19,-1
14,8,30,-1
8,3,13,-1
3,26,16,-1
22,33,14,-1
25,31,11,-1
22,6,13,-1
27,23,11,-1
22,1,21,-1
29,34,12,-1
25,31,29,-1
9,9,17,-1
19,33,20,-1
32,1,26,-1
29,3,23,-1
23,29,34,-1
35,15,5,-1
28,22,8,-1
3,24,25,-1
25,17,4,-1
17,7,35,-1
26,32,24,-1
8,15,21,-1
8,27,22,-1
15,20,6,-1
2,24,35,-1
17,23,30,-1
22,31,32,-1
10,15,20,-1
16,20,18,-1
20,1,5,-1
35,28,1,-1
23,16,32,-1
24,24,23,-1
27,3,24,-1
33,22,12,-1
12,3,15,-1
22,5,26,-1
18,31,5,-1
18,11,25,-1
0,11,7,-1
5,10,35,-1
22,13,31,-1
18,2,35,-1
22,9,19,-1
26,6,5,-1
18,18,24,-1
33,4,29,-1
3,2,4,-1
9,20,16,-1
14,1,7,-1
1,22,34,-1
16,9,11,-1
11,27,29,-1
11,29,2,-1
30,19,8,-1
35,1,6,-1
3,14,10,-1
32,18,12,-1
0,7,13,-1
32,1,14,-1
20,3,0,-1
18,35,9,-1
29,11,17,-1
3,22,10,-1
5,32,30,-1
30,11,11,-1
0,14,26,-1
11,26,24,-1
3,6,31,-1
16,3,12,-1
30,23,31,-1
31,21,31,-1
20,30,6,-1
1,33,8,-1
12,3,4,-1
22,33,15,-1
33,33,29,-1
3,24,19,-1
27,28,25,-1
2,8,8,-1
15,3,11,-1
10,14,32,-1
5,34,7,-1
11,16,4,-1
35,28,7,-1
3,30,20,-1
18,7,34,-1
27,11,22,-1
26,18,14,-1
32,21,3,-1
20,0,22,-1
32,26,16,-1
8,12,14,-1
15,23,30,-1
0,23,2,-1
7,6,12,-1
8,5,20,-1
6,32,11,-1
28,3,29,-1
23,35,30,-1
6,35,10,-1
28,11,1,-1
8,20,13,-1
2,15,16,-1
13,31,19,-1
31,3,26,-1
8,27,11,-1
8,33,7,-1
19,5,26,-1
28,8,5,-1
23,30,5,-1
13,22,16,-1
14,10,16,-1
7,29,12,-1
4,6,7,-1
23,17,26,-1
29,25,17,-1
4,13,14,-1
28,12,0,-1
34,21,24,-1
4,8,19,-1
9,1,21,-1
25,16,32,-1
6,3,5,-1
18,7,11,-1
5,11,8,-1
32,20,34,-1
13,25,27,-1
8,33,4,-1
24,31,25,-1
12,35,13,-1
31,24,14,-1
17,14,10,-1
29,0,14,-1
34,34,1,-1
25,3,12,-1
33,35,33,-1
11,29,2,-1
3,1,15,-1
23,25,26,-1
28,17,6,-1
5,13,30,-1
35,10,24,-1
26,3,24,-1
20,17,2,-1
21,22,6,-1
14,19,21,-1
27,11,14,-1
9,30,31,-1
24,17,0,-1
14,25,18,-1
20,10,31,-1
31,9,21,-1
19,15,24,-1
24,35,21,-1
6,1,7,-1
12,15,6,-1
14,22,17,-1
8,31,11,-1
4,35,8,-1
4,29,33,-1
2,30,7,-1
33,25,33,-1
34,24,12,-1
2,12,28,-1
23,19,29,-1
10,11,24,-1
17,5,10,-1
14,30,21,-1
6,34,0,-1
14,18,29,-1
28,1,23,-1
15,34,28,-1
12,13,17,-1
5,15,9,-1
33,3,8,-1
6,13,0,-1
30,10,5,-1
20,25,35,-1
21,31,13,-1
21,25,12,-1
14,17,13,-1
18,33,27,-1
10,25,4,-1
27,30,20,-1
17,7,3,-1
25,13,32,-1
25,23,7,-1
11,23,12,-1
26,8,7,-1
20,9,12,-1
12,24,30,-1
25,6,7,-1
32,32,32,-1
17,4,7,-1
17,21,30,-1
20,10,8,-1
32,16,11,-1
3,7,35,-1
31,13,23,-1
18,33,33,-1
31,25,21,-1
5,30,7,-1
12,27,19,-1
24,8,23,-1
11,5,8,-1
6,25,35,-1
30,1,31,-1
21,21,18,-1
20,16,31,-1
8,35,9,-1
5,30,34,-1
6,15,29,-1
29,27,0,-1
12,31,24,-1
0,23,29,-1
24,9,34,-1
3,3,35,-1
34,4,20,-1
16,25,1,-1
28,13,16,-1
1,18,26,-1
15,4,5,-1
8,33,12,-1
24,9,23,-1
12,25,10,-1
21,30,19,-1
19,33,2,-1
19,32,7,-1
19,28,12,-1
0,20,25,-1
16,1,23,-1
6,17,7,-1
27,5,4,-1
3,10,29,-1
7,22,35,-1
17,8,29,-1
17,7,26,-1
35,6,2,-1
22,26,31,-1
34,26,31,-1
3,23,13,-1
6,9,10,-1
13,1,15,-1
17,20,5,-1
27,27,8,-1
26,25,32,-1
19,22,3,-1
9,21,10,-1
28,8,16,-1
23,22,22,-1
34,26,25,-1
11,32,35,-1
21,10,16,-1
17,7,0,-1
22,34,8,-1
30,24,33,-1
26,23,35,-1
10,13,20,-1
0,5,28,-1
16,8,31,-1
18,6,21,-1
8,18,33,-1
7,19,7,-1
3,0,31,-1
3,3,29,-1
27,33,34,-1
4,4,1,-1
3,14,14,-1
24,14,35,-1
32,10,7,-1
27,8,30,-1
28,16,12,-1
26,3,11,-1
13,6,12,-1
8,26,15,-1
2,17,28,-1
16,22,32,-1
17,25,26,-1
12,29,20,-1
11,6,10,-1
35,13,19,-1
29,6,35,-1
21,12,19,-1
32,25,25,-1
24,34,15,-1
3,16,13,-1
12,12,35,-1
24,29,4,-1
15,21,14,-1
15,33,20,-1
26,32,33,-1
9,5,19,-1
8,26,31,-1
27,2,21,-1
33,27,35,-1
28,10,31,-1
5,22,7,-1
20,11,16,-1
25,6,2,-1
19,21,35,-1
3,27,11,-1
16,0,32,-1
0,25,22,-1
11,32,24,-1
32,29,31,-1
11,22,6,-1
6,7,8,-1
13,28,35,-1
30,33,5,-1
32,16,7,-1
11,19,34,-1
2,15,35,-1
34,31,4,-1
0,7,0,-1
24,3,10,-1
0,31,12,-1
6,1,19,-1
30,15,11,-1
30,25,8,-1
15,1,24,-1
22,12,23,-1
1,30,3,-1
16,28,14,-1
20,28,21,-1
0,32,5,-1
10,32,0,-1
22,18,1,-1
6,13,32,-1
33,23,21,-1
6,2,2,-1
10,5,14,-1
34,6,8,-1
17,2,16,-1
31,22,8,-1
33,22,21,-1
2,13,17,-1
2,35,16,-1
3,21,9,-1
16,19,12,-1
1,5,14,-1
4,31,35,-1
34,9,5,-1
23,26,23,-1
3,2,9,-1
28,35,12,-1
13,17,5,-1
10,19,20,-1
6,22,22,-1
31,2,5,-1
7,20,26,-1
2,4,21,-1
1,18,31,-1
23,5,1,-1
10,25,19,-1
0,33,34,-1
28,26,15,-1
33,16,14,-1
33,23,17,-1
19,34,35,-1
4,6,35,-1
30,8,3,-1
32,9,2,-1
7,32,23,-1
24,23,12,-1
24,23,25,-1
2,31,15,-1
18,28,12,-1
12,25,35,-1
29,9,13,-1
29,29,19,-1
28,24,27,-1
12,0,17,-1
14,7,29,-1
1,11,16,-1
30,35,19,-1
35,2,14,-1
31,0,22,-1
7,12,28,-1
22,22,17,-1
35,15,10,-1
19,23,34,-1
26,35,14,-1
7,29,1,-1
17,11,13,-1
33,21,12,-1
33,20,30,-1
11,15,30,-1
34,2,23,-1
6,24,9,-1
23,24,4,-1
33,23,27,-1
12,29,7,-1
26,17,16,-1
28,34,27,-1
5,11,12,-1
33,8,13,-1
28,0,8,-1
2,14,11,-1
5,20,35,-1
14,7,3,-1
34,20,26,-1
26,32,0,-1
13,3,17,-1
29,31,15,-1
1,16,6,-1
29,29,15,-1
6,1,31,-1
15,20,9,-1
6,25,29,-1
5,20,16,-1
9,18,0,-1
15,8,13,-1
15,1,16,-1
12,11,27,-1
27,28,7,-1
14,21,16,-1
29,8,18,-1
4,3,2,-1
13,9,7,-1
22,30,27,-1
2,19,10,-1
18,15,34,-1
31,10,0,-1
11,23,27,-1
2,30,19,-1
25,8,20,-1
6,17,28,-1
4,21,11,-1
22,34,0,-1
29,20,31,-1
21,2,14,-1
11,21,9,-1
9,32,20,-1
25,8,7,-1
16,26,1,-1
35,16,26,-1
0,2,7,-1
28,6,29,-1
20,8,7,-1
20,1,8,-1
31,2,26,-1
26,13,27,-1
35,3,24,-1
19,8,32,-1
6,25,22,-1
8,4,18,-1
14,4,20,-1
21,13,6,-1
30,13,14,-1
18,13,32,-1
26,9,34,-1
16,15,28,-1
24,30,11,-1
12,30,19,-1
8,0,24,-1
10,24,29,-1
29,2,13,-1
29,4,26,-1
0,34,3,-1
30,16,33,-1
26,22,6,-1
5,19,1,-1
13,7,31,-1
24,19,25,-1
7,7,6,-1
32,17,30,-1
5,26,13,-1
18,0,17,-1
25,16,15,-1
8,10,12,-1
5,17,34,-1
27,22,33,-1
8,35,4,-1
4,3,3,-1
9,26,10,-1
15,2,8,-1
26,7,34,-1
3,6,14,-1
20,31,30,-1
15,19,21,-1
7,5,2,-1
22,32,4,-1
19,5,3,-1
4,25,6,-1
7,34,12,-1
18,30,15,-1
6,0,22,-1
20,3,8,-1
35,3,19,-1
9,34,3,-1
30,6,24,-1
32,28,20,-1
0,27,5,-1
19,31,30,-1
5,19,9,-1
18,17,19,-1
33,23,19,-1
35,7,2,-1
24,22,21,-1
7,32,35,-1
26,26,5,-1
14,3,13,-1
15,3,21,-1
20,3,32,-1
31,8,15,-1
20,26,32,-1
3,3,35,-1
2,19,7,-1
20,7,29,-1
5,30,5,-1
4,21,32,-1
26,15,35,-1
19,30,18,-1
4,31,21,-1
17,26,30,-1
32,26,0,-1
29,9,20,-1
8,11,3,-1
15,11,26,-1
25,32,20,-1
30,16,21,-1
6,6,17,-1
5,6,11,-1
24,26,22,-1
25,7,12,-1
19,4,18,-1
0,13,27,-1
20,21,2,-1
3,17,13,-1
9,22,9,-1
9,16,6,-1
31,3,12,-1
12,8,34,-1
3,12,25,-1
26,2,12,-1
18,1,32,-1
1,1,9,-1
28,1,11,-1
11,20,8,-1
4,29,30,-1
30,3,26,-1
0,14,29,-1
28,6,18,-1
27,9,30,-1
32,15,12,-1
8,34,30,-1
5,15,31,-1
30,7,13,-1
21,18,33,-1
29,3,7,-1
3,33,10,-1
30,33,24,-1
3,25,10,-1
21,16,19,-1
32,28,35,-1
24,1,13,-1
18,22,28,-1
30,32,15,-1
7,18,14,-1
20,27,17,-1
27,31,14,-1
1,5,27,-1
5,8,16,-1
31,10,13,-1
15,22,5,-1
30,10,22,-1
23,9,8,-1
15,3,5,-1
30,26,3,-1
8,10,30,-1
5,2,25,-1
19,19,10,-1
10,5,35,-1
7,0,9,-1
20,31,11,-1
5,25,21,-1
28,28,10,-1
16,7,13,-1
21,18,3,-1
24,6,30,-1
35,12,32,-1
4,11,31,-1
15,2,0,-1
14,9,17,-1
3,9,12,-1
14,14,18,-1
35,22,10,-1
26,3,34,-1
3,24,32,-1
23,29,2,-1
17,28,30,-1
29,32,6,-1
24,27,8,-1
5,5,33,-1
22,8,6,-1
14,2,0,-1
12,2,23,-1
3,28,26,-1
1,11,30,-1
33,34,23,-1
15,31,31,-1
10,24,8,-1
16,13,15,-1
4,34,1,-1
1,20,9,-1
23,14,28,-1
23,27,30,-1
10,10,2,-1
0,11,29,-1
11,24,8,-1
14,3,3,-1
10,29,8,-1
34,9,1,-1
29,29,35,-1
30,10,35,-1
20,33,13,-1
12,21,20,-1
6,11,30,-1
24,28,21,-1
33,3,9,-1
5,17,29,-1
25,7,22,-1
33,21,12,-1
34,15,5,-1
13,9,16,-1
12,29,29,-1
25,5,14,-1
26,27,6,-1
20,31,34,-1
6,29,1,-1
31,14,18,-1
24,19,6,-1
11,32,27,-1
23,10,6,-1
8,23,16,-1
4,35,25,-1
34,5,31,-1
28,31,22,-1
34,15,18,-1
32,1,27,-1
13,33,5,-1
32,1,5,-1
18,12,1,-1
9,15,12,-1
32,4,15,-1
12,8,15,-1
1,6,0,-1
12,15,31,-1
35,13,26,-1
33,26,28,-1
24,3,5,-1
9,15,6,-1
14,33,19,-1
32,23,14,-1
24,19,18,-1
3,11,7,-1
34,28,29,-1
34,5,8,-1
29,4,2,-1
0,17,8,-1
28,5,11,-1
33,30,7,-1
19,25,4,-1
18,1,27,-1
33,25,26,-1
31,8,1,-1
18,7,30,-1
12,21,35,-1
0,31,19,-1
18,31,0,-1
26,3,21,-1
2,0,31,-1
9,35,0,-1
29,18,1,-1
1,15,6,-1
27,26,15,-1
29,9,2,-1
3,1,23,-1
2,17,34,-1
1,0,29,-1
17,26,32,-1
18,28,12,-1
29,17,12,-1
30,11,30,-1
11,28,25,-1
18,19,15,-1
33,28,4,-1
15,31,21,-1
18,13,3,-1
17,30,3,-1
10,11,29,-1
7,9,2,-1
35,3,35,-1
11,13,10,-1
5,24,2,-1
10,6,2,-1
6,19,30,-1
10,34,26,-1
12,17,19,-1
15,34,14,-1
34,24,25,-1
27,11,15,-1
9,11,18,-1
9,22,31,-1
35,8,35,-1
18,18,6,-1
20,4,25,-1
30,15,4,-1
0,7,1,-1
20,22,15,-1
34,20,3,-1
3,27,15,-1
18,17,6,-1
16,26,8,-1
27,5,32,-1
27,23,31,-1
13,23,35,-1
18,18,30,-1
22,18,1,-1
3,2,23,-1
18,16,23,-1
22,0,31,-1
17,34,12,-1
3,15,2,-1
11,22,7,-1
8,29,11,-1
3,22,34,-1
18,5,16,-1
13,7,35,-1
14,11,17,-1
18,29,14,-1
5,31,14,-1
0,12,12,-1
28,15,7,-1
10,7,30,-1
34,15,3,-1
9,34,26,-1
7,32,11,-1
4,9,18,-1
19,4,29,-1
0,22,3,-1
14,7,34,-1
8,24,27,-1
21,16,22,-1
28,27,29,-1
2,25,24,-1
6,34,2,-1
12,21,35,-1
23,5,8,-1
21,24,28,-1
15,5,14,-1
34,35,22,-1
32,8,26,-1
23,29,6,-1
10,1,13,-1
19,4,2,-1
8,26,16,-1
10,2,2,-1
25,5,23,-1
14,26,12,-1
6,21,17,-1
21,19,32,-1
23,16,4,-1
29,19,13,-1
35,9,15,-1
13,29,19,-1
31,1,25,-1
12,27,27,-1
30,17,12,-1
17,31,2,-1
29,1,24,-1
26,2,23,-1
23,5,3,-1
7,34,3,-1
21,14,12,-1
16,27,5,-1
35,22,22,-1
24,14,30,-1
31,8,11,-1
7,26,22,-1
25,35,23,-1
13,26,6,-1
1,29,11,-1
20,16,26,-1
23,1,4,-1
16,17,11,-1
1,32,33,-1
4,0,28,-1
34,11,0,-1
25,18,6,-1
11,8,6,-1
14,1,12,-1
0,18,21,-1
12,19,1,-1
18,22,3,-1
22,2,0,-1
33,20,13,-1
10,24,29,-1
2,2,5,-1
19,27,3,-1
25,18,11,-1
31,32,29,-1
23,33,27,-1
8,25,10,-1
10,7,13,-1
29,9,15,-1
9,22,15,-1
22,32,19,-1
16,15,21,-1
1,34,12,-1
4,3,10,-1
32,35,7,-1
25,2,20,-1
32,11,25,-1
23,1,12,-1
0,30,21,-1
31,19,23,-1
11,22,19,-1
30,18,14,-1
16,19,28,-1
8,23,32,-1
35,19,11,-1
22,24,13,-1
6,21,24,-1
11,8,5,-1
23,8,35,-1
24,3,35,-1
11,30,21,-1
10,25,3,-1
5,21,22,-1
33,9,9,-1
29,8,9,-1
4,30,33,-1
18,16,18,-1
22,27,6,-1
28,30,14,-1
7,18,34,-1
22,9,28,-1
7,0,33,-1
10,5,34,-1
12,18,24,-1
2,12,32,-1
11,32,7,-1
8,30,3,-1
7,33,31,-1
13,25,5,-1
8,12,4,-1
22,35,13,-1
30,22,29,-1
8,13,34,-1
6,25,17,-1
30,27,9,-1
7,18,5,-1
14,7,16,-1
17,30,13,-1
28,23,18,-1
34,31,30,-1
2,33,9,-1
31,28,32,-1
25,16,9,-1
3,22,14,-1
0,33,22,-1
9,4,4,-1
31,34,27,-1
11,31,21,-1
4,4,9,-1
22,2,20,-1
16,20,18,-1
26,31,26,-1
2,0,6,-1
27,4,8,-1
5,20,5,-1
27,10,25,-1
12,5,23,-1
3,32,19,-1
25,0,3,-1
34,22,21,-1
34,18,5,-1
16,24,16,-1
22,26,17,-1
8,17,1,-1
17,3,1,-1
22,30,11,-1
28,6,16,-1
15,26,28,-1
14,15,8,-1
17,29,30,-1
2,27,13,-1
23,24,17,-1
20,26,24,-1
17,35,5,-1
18,16,24,-1
19,18,19,-1
11,10,5,-1
27,6,31,-1
0,0,26,-1
8,18,35,-1
3,0,7,-1
32,4,11,-1
29,24,1,-1
17,5,0,-1
3,3,32,-1
27,2,31,-1
26,13,5,-1
32,21,27,-1
7,21,28,-1
14,29,26,-1
29,12,26,-1
0,24,30,-1
11,18,18,-1
29,15,3,-1
29,18,6,-1
6,26,9,-1
1,16,22,-1
22,28,7,-1
14,16,8,-1
6,30,2,-1
32,3,30,-1
2,4,35,-1
33,31,17,-1
31,4,12,-1
15,14,31,-1
21,20,1,-1
10,21,17,-1
13,7,26,-1
20,1,6,-1
29,23,16,-1
11,19,19,-1
21,2,3,-1
20,35,15,-1
1,10,19,-1
30,25,33,-1
5,27,17,-1
6,1,18,-1
3,14,6,-1
29,15,7,-1
35,24,31,-1
15,15,30,-1
15,0,32,-1
18,21,11,-1
33,2,22,-1
33,32,27,-1
10,1,34,-1
28,23,0,-1
26,27,30,-1
32,20,25,-1
20,20,13,-1
15,15,28,-1
9,30,9,-1
22,29,30,-1
33,6,32,-1
35,3,9,-1
7,14,10,-1
5,22,34,-1
21,12,5,-1
16,25,25,-1
21,9,25,-1
15,4,5,-1
7,29,15,-1
32,15,8,-1
26,13,31,-1
3,12,34,-1
12,19,28,-1
2,5,30,-1
16,26,7,-1
21,22,12,-1
11,8,1,-1
16,23,5,-1
21,10,34,-1
17,7,14,-1
5,13,7,-1
0,16,35,-1
15,8,35,-1
7,11,4,-1
18,7,30,-1
5,29,33,-1
17,20,21,-1
18,0,24,-1
23,2,34,-1
1,35,21,-1
15,4,15,-1
2,21,11,-1
2,0,20,-1
1,23,11,-1
21,5,18,-1
31,10,27,-1
28,27,27,-1
29,25,28,-1
17,28,10,-1
32,30,9,-1
33,25,13,-1
12,8,34,-1
4,10,14,-1
4,27,2,-1
15,12,23,-1
13,23,34,-1
21,32,5,-1
12,25,11,-1
20,7,3,-1
30,3,13,-1
19,0,19,-1
13,29,27,-1
11,33,17,-1
6,1,8,-1
24,32,0,-1
11,25,23,-1
9,10,35,-1
31,23,25,-1
6,23,32,-1
25,18,15,-1
3,1,31,-1
2,30,4,-1
29,22,1,-1
10,28,18,-1
34,16,30,-1
34,27,20,-1
1,17,10,-1
1,28,33,-1
6,34,21,-1
2,3,19,-1
33,22,0,-1
28,24,31,-1
33,17,17,-1
14,7,25,-1
13,5,5,-1
7,19,12,-1
7,1,29,-1
18,2,21,-1
31,8,35,-1
32,26,3,-1
31,3,25,-1
32,31,30,-1
7,8,11,-1
4,3,35,-1
29,16,4,-1
14,3,4,-1
26,27,5,-1
0,9,23,-1
1,20,11,-1
1,33,17,-1
20,28,20,-1
25,4,31,-1
19,11,4,-1
11,31,7,-1
10,4,3,-1
30,18,6,-1
34,9,13,-1
19,25,2,-1
6,26,23,-1
33,27,20,-1
14,27,28,-1
34,17,33,-1
30,16,24,-1
14,27,20,-1
1,17,24,-1
4,12,23,-1
26,26,32,-1
4,10,21,-1
6,32,27,-1
9,30,19,-1
9,24,26,-1
2,3,23,-1
15,33,4,-1
3,27,31,-1
3,28,29,-1
8,12,5,-1
31,2,31,-1
7,22,21,-1
8,9,18,-1
35,18,28,-1
34,8,16,-1
25,10,19,-1
12,5,32,-1
32,8,3,-1
8,12,31,-1
1,0,7,-1
6,31,26,-1
17,2,12,-1
19,10,21,-1
17,9,20,-1
9,24,28,-1
5,13,18,-1
25,5,23,-1
1,2,11,-1
5,10,3,-1
0,11,3,-1
24,33,34,-1
30,30,16,-1
6,13,6,-1
8,30,32,-1
8,19,20,-1
0,25,33,-1
34,14,18,-1
1,15,20,-1
28,20,30,-1
32,1,21,-1
15,5,18,-1
30,35,13,-1
10,21,6,-1
17,9,1,-1
29,17,20,-1
13,33,9,-1
26,31,3,-1
8,12,35,-1
29,5,35,-1
3,1,0,-1
25,16,21,-1
23,10,0,-1
16,1,22,-1
23,34,31,-1
24,27,13,-1
24,4,10,-1
14,10,22,-1
17,18,14,-1
16,27,19,-1
16,31,0,-1
32,0,33,-1
34,3,23,-1
34,20,24,-1
0,23,2,-1
32,11,29,-1
25,15,13,-1
15,29,23,-1
17,27,22,-1
32,7,13,-1
15,3,24,-1
32,16,4,-1
29,30,8,-1
16,28,8,-1
21,29,31,-1
23,5,22,-1
33,10,1,-1
26,5,11,-1
14,3,2,-1
16,35,25,-1
9,30,9,-1
34,26,5,-1
2,35,35,-1
26,16,27,-1
34,1,0,-1
29,4,21,-1
15,1,11,-1
33,28,33,-1
8,22,0,-1
10,2,35,-1
15,11,9,-1
24,25,16,-1
29,8,15,-1
28,34,11,-1
0,33,12,-1
16,6,17,-1
18,22,34,-1
29,19,26,-1
26,27,12,-1
6,17,30,-1
21,12,22,-1
31,1,11,-1
27,10,19,-1
6,3,34,-1
18,19,31,-1
10,15,1,-1
7,33,3,-1
6,7,22,-1
12,13,29,-1
5,20,26,-1
15,5,3,-1
1,16,20,-1
29,7,30,-1
28,30,13,-1
26,12,32,-1
1,2,28,-1
19,10,25,-1
22,32,12,-1
25,24,6,-1
34,29,6,-1
5,9,11,-1
8,26,8,-1
8,19,15,-1
2,28,9,-1
16,18,1,-1
28,0,20,-1
20,19,10,-1
26,21,6,-1
18,26,10,-1
24,25,4,-1
30,10,13,-1
22,34,19,-1
30,6,3,-1
25,8,11,-1
15,4,9,-1
32,13,9,-1
16,13,8,-1
26,19,30,-1
12,2,0,-1
23,6,25,-1
27,1,35,-1
20,3,13,-1
3,13,19,-1
22,2,8,-1
33,33,12,-1
7,30,5,-1
32,10,19,-1
5,1,2,-1
15,13,20,-1
15,16,27,-1
21,7,8,-1
0,7,27,-1
14,27,4,-1
33,13,6,-1
21,27,20,-1
34,14,14,-1
19,10,24,-1
2,31,5,-1
21,10,35,-1
21,6,15,-1
28,7,3,-1
0,7,10,-1
7,1,17,-1
11,15,11,-1
34,0,2,-1
18,14,32,-1
32,34,6,-1
0,16,18,-1
6,17,28,-1
5,3,14,-1
20,31,21,-1
3,12,9,-1
30,19,10,-1
11,11,25,-1
22,9,6,-1
4,27,20,-1
0,3,18,-1
23,3,35,-1
5,9,32,-1
13,30,35,-1
28,15,11,-1
29,34,3,-1
2,28,2,-1
29,4,13,-1
34,26,22,-1
4,11,29,-1
25,11,12,-1
23,34,16,-1
2,19,5,-1
35,33,0,-1
14,5,15,-1
25,34,13,-1
8,17,22,-1
11,26,26,-1
24,24,32,-1
27,9,7,-1
0,34,19,-1
13,1,33,-1
29,4,33,-1
34,19,30,-1
34,33,35,-1
29,3,13,-1
23,11,10,-1
9,22,0,-1
15,11,25,-1
11,18,34,-1
19,18,12,-1
18,31,29,-1
31,4,13,-1
28,19,32,-1
2,33,30,-1
17,7,13,-1
31,30,24,-1
21,19,11,-1
22,34,2,-1
27,25,0,-1
5,24,18,-1
33,6,30,-1
26,2,14,-1
4,10,33,-1
0,13,11,-1
10,30,18,-1
3,5,28,-1
28,27,11,-1
19,13,25,-1
21,4,30,-1
1,25,19,-1
19,22,25,-1
29,12,7,-1
24,16,34,-1
1,33,11,-1
12,23,5,-1
30,27,11,-1
2,19,18,-1
29,18,31,-1
18,19,15,-1
29,20,4,-1
12,19,26,-1
17,13,2,-1
5,17,35,-1
3,18,12,-1
14,11,35,-1
35,21,6,-1
26,24,5,-1
8,17,23,-1
19,16,6,-1
34,9,26,-1
18,21,10,-1
8,2,3,-1
27,23,20,-1
6,26,18,-1
18,4,29,-1
33,20,15,-1
20,10,3,-1
25,35,20,-1
29,18,0,-1
15,33,25,-1
6,15,10,-1
32,4,29,-1
15,11,16,-1
15,33,23,-1
33,31,7,-1
7,8,27,-1
22,28,18,-1
5,34,33,-1
5,27,15,-1
22,22,28,-1
11,28,24,-1
2,4,8,-1
11,35,19,-1
27,14,32,-1
30,12,27,-1
2,19,35,-1
29,21,8,-1
27,26,6,-1
24,31,13,-1
20,33,35,-1
12,9,8,-1
0,11,28,-1
24,22,28,-1
23,29,6,-1
19,24,34,-1
10,6,33,-1
26,35,34,-1
34,7,24,-1
20,31,0,-1
13,31,33,-1
12,8,22,-1
0,24,33,-1
29,13,35,-1
21,0,9,-1
7,0,33,-1
6,26,3,-1
19,32,18,-1
18,10,5,-1
6,30,1,-1
22,7,32,-1
0,0,20,-1
2,0,25,-1
0,29,18,-1
15,30,18,-1
24,2,34,-1
1,24,25,-1
20,7,21,-1
3,25,32,-1
8,12,6,-1
25,14,30,-1
2,14,30,-1
2,17,10,-1
27,33,20,-1
9,28,14,-1
8,17,32,-1
6,18,20,-1
11,19,28,-1
13,22,33,-1
25,10,9,-1
31,16,24,-1
5,18,18,-1
35,0,15,-1
10,28,28,-1
30,1,21,-1
24,9,18,-1
1,32,16,-1
21,7,35,-1
29,20,21,-1
27,25,12,-1
16,21,8,-1
4,26,26,-1
3,6,26,-1
18,32,34,-1
11,6,0,-1
12,30,25,-1
30,31,21,-1
10,33,9,-1
10,6,9,-1
11,13,35,-1
23,30,0,-1
31,14,26,-1
1,17,12,-1
8,16,8,-1
6,27,30,-1
22,3,5,-1
12,33,16,-1
13,23,13,-1
22,33,20,-1
32,9,13,-1
11,32,7,-1
11,8,22,-1
17,9,19,-1
30,33,35,-1
18,20,6,-1
13,6,25,-1
18,34,2,-1
34,12,26,-1
12,14,23,-1
12,26,12,-1
25,1,9,-1
13,12,33,-1
15,30,22,-1
14,4,20,-1
14,22,20,-1
0,35,26,-1
6,33,5,-1
8,32,17,-1
14,24,11,-1
18,16,2,-1
30,21,19,-1
19,34,32,-1
16,29,6,-1
3,8,10,-1
3,22,12,-1
23,2,28,-1
29,8,25,-1
34,33,21,-1
31,11,9,-1
7,29,5,-1
25,4,27,-1
8,23,5,-1
20,20,35,-1
26,3,7,-1
16,6,9,-1
29,9,27,-1
21,18,0,-1
10,17,13,-1
12,28,24,-1
1,15,34,-1
7,4,18,-1
14,29,5,-1
19,13,25,-1
34,20,28,-1
5,0,14,-1
30,9,3,-1
22,30,22,-1
2,21,19,-1
15,13,11,-1
19,14,7,-1
33,1,27,-1
15,15,20,-1
21,15,34,-1
26,13,18,-1
35,35,34,-1
29,29,8,-1
33,31,2,-1
35,33,3,-1
18,28,16,-1
9,12,11,-1
16,9,12,-1
8,25,8,-1
8,26,3,-1
6,32,16,-1
4,11,15,-1
3,5,25,-1
11,2,20,-1
29,1,34,-1
13,35,26,-1
9,8,2,-1
20,5,12,-1
13,29,17,-1
1,1,23,-1
4,8,19,-1
20,28,31,-1
16,11,16,-1
21,22,34,-1
5,32,35,-1
3,25,14,-1
30,34,2,-1
12,19,7,-1
4,12,0,-1
21,13,18,-1
24,33,26,-1
24,33,34,-1
35,13,10,-1
15,34,12,-1
13,20,24,-1
28,23,13,-1
6,33,12,-1
24,10,11,-1
32,14,3,-1
12,16,32,-1
30,4,29,-1
0,8,26,-1
15,7,4,-1
25,22,18,-1
17,15,2,-1
6,23,6,-1
35,9,19,-1
11,34,29,-1
2,10,24,-1
5,22,20,-1
1,33,24,-1
10,33,33,-1
1,28,20,-1
21,17,23,-1
19,15,2,-1
22,21,26,-1
8,20,35,-1
27,12,33,-1
1,14,23,-1
5,0,10,-1
25,17,23,-1
29,28,0,-1
6,9,29,-1
27,30,26,-1
14,29,5,-1
32,15,26,-1
2,3,27,-1
2,11,19,-1
15,28,33,-1
3,33,13,-1
29,2,11,-1
16,31,19,-1
16,2,28,-1
25,9,2,-1
16,3,31,-1
21,35,27,-1
28,18,10,-1
19,20,21,-1
2,15,13,-1
15,34,26,-1
9,7,28,-1
20,3,4,-1
3,0,22,-1
